,,,SpineMid,,,Neck,,,Head,,,ShoulderLeft,,,ElbowLeft,,,WristLeft,,,HandLeft,,,ShoulderRight,,,ElbowRight,,,WristRight,,,HandRight,,,SpineShoulder,,
14:22.0,158080,0,0.108131,-0.134748,0.946,0.455183,-0.124732,1.369,0.076731,0.319243,0.756,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.169776,-0.008531,1.111
14:22.1,158114,0,0.132414,-0.134749,0.946,0.455181,-0.159872,1.369,0.076731,0.319243,0.756,,,,0.269647,-0.177979,0.811,,,,0.149222,-0.273003,0.731,,,,,,,,,,,,,0.175791,-0.008478,1.104
14:22.1,158142,0,0.102277,-0.128949,0.948,0.457176,-0.160573,1.375,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.13116,0.036572,0.982
14:22.1,158177,0,0.127011,-0.135461,0.951,0.454518,-0.124549,1.367,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.117832,0.030086,0.976
14:22.1,158209,0,0.132975,-0.129222,0.95,0.45352,-0.124276,1.364,0.076934,0.320088,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.130225,0.030055,0.975
14:22.2,158242,0,0.133534,-0.135888,0.954,0.457176,-0.160573,1.375,0.076832,0.319665,0.757,,,,0.267319,-0.176443,0.804,,,,,,,,,,,,,,,,,,,0.176268,-0.015605,1.107
14:22.2,158275,0,0.133114,-0.129358,0.951,0.457176,-0.160573,1.375,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.123586,0.029963,0.972
14:22.2,158308,0,0.139218,-0.117153,0.951,0.457841,-0.160807,1.377,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.137182,0.049075,0.98
14:22.3,158342,0,0.115618,-0.112355,0.826,0.454516,-0.159639,1.367,0.076934,0.320088,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.020922,0.02636,0.855
14:22.3,158375,0,0.139218,-0.123256,0.951,0.455183,-0.124732,1.369,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.129958,0.036237,0.973
14:22.3,158409,0,0.133394,-0.135746,0.953,0.45618,-0.125005,1.372,0.057097,0.317977,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.093254,0.030242,0.981
14:22.4,158443,0,0.139657,-0.123644,0.954,0.45352,-0.124276,1.364,0.076629,0.318821,0.755,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.184035,-0.001402,1.111
14:22.4,158475,0,0.109503,-0.136457,0.958,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.118073,0.036424,0.978
14:22.4,158508,0,0.11005,-0.112083,0.824,0.45618,-0.125005,1.372,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.16243,0.031617,0.849
14:22.5,158542,0,0.138925,-0.122996,0.949,0.457841,-0.160807,1.377,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.136622,0.042612,0.976
14:22.5,158575,0,0.139365,-0.111167,0.952,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,0.289032,-0.177102,0.807,,,,0.149222,-0.273003,0.731,,,,,,,,,,,,,0.253493,0.005683,1.103
14:22.5,158609,0,0.144863,-0.104616,0.948,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,0.257344,-0.189727,0.774,,,,0.149018,-0.272629,0.73,,,,,,,,,,,,,0.269107,0.03418,1.109
14:22.6,158643,0,0.139218,-0.123256,0.951,0.454518,-0.124549,1.367,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.08407,0.005721,1.109
14:22.6,158675,0,0.127145,-0.135603,0.952,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.117832,0.030086,0.976
14:22.6,158709,0,0.127412,-0.129766,0.954,0.454518,-0.124549,1.367,0.076731,0.319243,0.756,,,,0.257676,-0.189972,0.775,,,,,,,,,,,,,,,,,,,0.247084,-0.008497,1.106
14:22.7,158743,0,0.126878,-0.129222,0.95,0.455183,-0.124732,1.369,0.076629,0.318821,0.755,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.247531,-0.001402,1.108
14:22.7,158776,0,0.133394,-0.12963,0.953,0.455181,-0.159872,1.369,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,-0.00134,0.005767,1.117
14:22.7,158808,0,0.133255,-0.123385,0.952,0.457176,-0.160573,1.375,0.098425,0.326843,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.124095,0.042612,0.976
14:22.8,158844,0,0.126745,-0.122996,0.949,0.458838,-0.161157,1.38,0.076629,0.318821,0.755,,,,0.268982,-0.17754,0.809,,,,,,,,,,,,,,,,,,,0.169013,0.005702,1.106
14:22.8,158876,0,0.126611,-0.12895,0.948,0.45618,-0.125005,1.372,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.117349,0.036201,0.972
14:22.8,158909,0,0.133535,-0.117522,0.954,0.454518,-0.124549,1.367,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.077232,0.02717,1.113
14:22.9,158941,0,0.139071,-0.11703,0.95,0.454518,-0.124549,1.367,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.155566,0.047936,0.762
14:22.9,158976,0,0.139072,-0.104837,0.95,0.454518,-0.124549,1.367,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.084072,0.034188,1.109
14:22.9,159010,0,0.133116,-0.104947,0.951,0.454518,-0.124549,1.367,0.076629,0.318821,0.755,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.182877,0.026945,1.104
14:23.0,159041,0,0.132835,-0.122996,0.949,0.455183,-0.124732,1.369,0.076528,0.318399,0.754,,,,0.257676,-0.189972,0.775,,,,,,,,,,,,,,,,,,,0.169624,0.012846,1.11
14:23.0,159077,0,0.133255,-0.123385,0.952,0.455183,-0.124732,1.369,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,-0.001333,0.005736,1.111
14:23.0,159109,0,0.151424,-0.098845,0.951,0.457841,-0.160807,1.377,0.076629,0.318821,0.755,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.276223,0.03418,1.109
14:23.1,159142,0,0.14578,-0.099157,0.954,0.457841,-0.160807,1.377,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.204887,0.073698,0.973
14:23.1,159177,0,0.133396,-0.099052,0.953,0.45618,-0.125005,1.372,0.076325,0.317554,0.752,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.183374,0.034122,1.107
14:23.1,159209,0,0.104508,-0.117086,0.822,0.456178,-0.160223,1.372,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.097165,0.031657,0.85
14:23.2,159242,0,0.126878,-0.129222,0.95,0.454518,-0.124549,1.367,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.186154,0.036235,0.973
14:23.2,159276,0,0.133814,-0.130038,0.956,0.456178,-0.160223,1.372,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.131561,0.043005,0.985
14:23.2,159308,0,0.110451,-0.107184,0.827,0.455181,-0.159872,1.369,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.163387,0.042764,0.854
14:23.3,159341,0,0.133114,-0.129358,0.951,0.45618,-0.125005,1.372,0.076629,0.318821,0.755,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.254182,-0.001399,1.106
14:23.3,159376,0,0.138633,-0.110583,0.947,0.455181,-0.159872,1.369,0.076629,0.318821,0.755,,,,0.268317,-0.177101,0.807,,,,0.149222,-0.273003,0.731,,,,,,,,,,,,,0.260808,0.026941,1.104
14:23.3,159409,0,0.127279,-0.12963,0.953,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.137042,0.03646,0.979
14:23.4,159442,0,0.132694,-0.147201,0.948,0.456178,-0.160223,1.372,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.124985,0.030302,0.983
14:23.4,159476,0,0.126878,-0.141415,0.95,0.457841,-0.160807,1.377,0.076731,0.319243,0.756,,,,0.257676,-0.189972,0.775,,,,,,,,,,,,,,,,,,,0.162354,-0.008516,1.109
14:23.4,159509,0,0.126744,-0.141266,0.949,0.454518,-0.124549,1.367,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.169317,-0.022729,1.108
14:23.5,159541,0,0.104889,-0.117513,0.825,0.455183,-0.124732,1.369,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.137179,-0.020103,0.98
14:23.5,159577,0,0.121036,-0.135603,0.952,0.454518,-0.124549,1.367,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.11771,0.017542,0.975
14:23.5,159609,0,0.127012,-0.123255,0.951,0.455183,-0.124732,1.369,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.186728,0.048873,0.976
14:23.6,159642,0,0.138925,-0.110817,0.949,0.455183,-0.124732,1.369,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.260572,0.019839,1.103
14:23.6,159677,0,0.102386,-0.110815,0.949,0.456178,-0.160223,1.372,0.097281,0.323043,0.765,,,,,,,,,,,,,,,,,,,,,,,,,0.130092,0.048775,0.974
14:23.6,159708,0,0.104381,-0.116943,0.821,0.457176,-0.160573,1.375,0.097535,0.323887,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.111226,0.036238,0.973
14:23.7,159743,0,0.138925,-0.110817,0.949,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.231208,0.069073,1.098
14:23.7,159776,0,0.127546,-0.117645,0.955,0.454518,-0.124549,1.367,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.118195,0.049026,0.979
14:23.7,159809,0,0.132975,-0.129222,0.95,0.455183,-0.124732,1.369,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.117953,0.036387,0.977
14:23.8,159841,0,0.126878,-0.123125,0.95,0.454516,-0.159639,1.367,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.118315,0.042787,0.98
14:23.8,159878,0,0.08187,-0.071581,0.613,0.45352,-0.124276,1.364,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.125959,0.040073,0.637
14:23.8,159909,0,0.139218,-0.123256,0.951,0.455183,-0.124732,1.369,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.205307,0.042565,0.975
14:23.9,159942,0,0.110317,-0.117656,0.826,0.457176,-0.160573,1.375,0.076426,0.317976,0.753,,,,0.289032,-0.177102,0.807,,,,,,,,,,,,,,,,,,,0.219606,-0.001243,0.983
14:23.9,159978,0,0.132974,-0.135319,0.95,0.455183,-0.124732,1.369,0.076325,0.317554,0.752,,,,,,,,,,,,,,,,,,,,,,,,,0.117952,0.030117,0.977
14:23.9,160008,0,0.145474,-0.111167,0.952,0.457176,-0.160573,1.375,0.076325,0.317554,0.752,,,,,,,,,,,,,,,,,,,,,,,,,0.136902,0.048975,0.978
14:24.0,160042,0,0.101954,-0.116412,0.945,0.455183,-0.124732,1.369,0.076325,0.317554,0.752,,,,0.289032,-0.177102,0.807,,,,0.149631,-0.27375,0.733,,,,,,,,,,,,,0.245968,0.012738,1.101
14:24.0,160078,0,0.133254,-0.129494,0.952,0.457841,-0.160807,1.377,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.117832,0.030086,0.976
14:24.0,160109,0,0.139071,-0.11703,0.95,0.455183,-0.124732,1.369,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.130359,0.042612,0.976
14:24.1,160142,0,0.139072,-0.110933,0.95,0.45352,-0.124276,1.364,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.130894,0.055365,0.98
14:24.1,160178,0,0.132695,-0.110699,0.948,0.45618,-0.125005,1.372,0.076325,0.317554,0.752,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.168249,0.012742,1.101
14:24.1,160209,0,0.140243,-0.10572,0.958,0.455183,-0.124732,1.369,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.211782,0.061398,0.976
14:24.2,160241,0,0.145168,-0.11703,0.95,-0.071387,0.25993,1.359,0.076426,0.317976,0.753,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.183373,-0.001397,1.107
14:24.2,160275,0,0.126744,-0.141266,0.949,0.454518,-0.124549,1.367,0.076223,0.317132,0.751,,,,,,,,,,,,,,,,,,,,,,,,,0.239336,-0.008473,1.103
14:24.2,160309,0,0.132975,-0.123126,0.95,0.457841,-0.160807,1.377,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.192398,0.042478,0.973
14:24.3,160341,0,0.120909,-0.129358,0.951,0.457176,-0.160573,1.375,0.076223,0.317132,0.751,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.169776,-0.001402,1.111
14:24.3,160377,0,0.139217,-0.129358,0.951,0.457176,-0.160573,1.375,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.205096,0.036271,0.974
14:24.3,160409,0,0.133396,-0.105168,0.953,0.456178,-0.160223,1.372,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.130226,0.055082,0.975
14:24.4,160441,0,0.133255,-0.123385,0.952,0.454518,-0.124549,1.367,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.124349,0.036424,0.978
14:24.4,160476,0,0.12621,-0.14067,0.945,0.457841,-0.160807,1.377,0.076223,0.317132,0.751,,,,,,,,,,,,,,,,,,,,,,,,,0.11759,0.023774,0.974
14:24.4,160509,0,0.114324,-0.116659,0.947,0.455181,-0.159872,1.369,0.076223,0.317132,0.751,,,,,,,,,,,,,,,,,,,,,,,,,0.211998,0.055191,0.977
14:24.5,160541,0,0.133114,-0.129358,0.951,0.457841,-0.160807,1.377,0.076223,0.317132,0.751,,,,,,,,,,,,,,,,,,,,,,,,,0.198642,0.036234,0.973
14:24.5,160576,0,0.126343,-0.140819,0.946,0.455183,-0.124732,1.369,0.076223,0.317132,0.751,,,,0.268982,-0.17754,0.809,,,,0.149427,-0.273376,0.732,,,,,,,,,,,,,0.247308,-0.008504,1.107
14:24.5,160610,0,0.14532,-0.129359,0.951,0.457841,-0.160807,1.377,0.076528,0.318399,0.754,,,,0.268649,-0.177321,0.808,,,,0.149835,-0.274123,0.734,,,,,,,,,,,,,0.191165,0.005727,1.111
14:24.6,160641,0,0.113841,-0.110115,0.943,0.456178,-0.160223,1.372,0.076325,0.317554,0.752,,,,,,,,,,,,,,,,,,,,,,,,,0.267408,0.026892,1.102
14:24.6,160676,0,0.138778,-0.122867,0.948,0.456178,-0.160223,1.372,0.076223,0.317132,0.751,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.183539,0.012822,1.108
14:24.6,160710,0,0.14471,-0.110583,0.947,0.454518,-0.124549,1.367,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.136763,0.055195,0.977
14:24.7,160741,0,0.139072,-0.110933,0.95,0.456178,-0.160223,1.372,0.076325,0.317554,0.752,,,,,,,,,,,,,,,,,,,,,,,,,0.20594,0.061524,0.978
14:24.7,160775,0,0.114204,-0.098324,0.946,0.455183,-0.124732,1.369,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.091518,0.048596,1.113
14:24.7,160811,0,0.133395,-0.123515,0.953,0.457841,-0.160807,1.377,0.076325,0.317554,0.752,,,,0.268317,-0.177101,0.807,,,,0.149427,-0.273376,0.732,,,,,,,,,,,,,0.254872,0.01283,1.109
14:24.8,160842,0,0.132834,-0.135176,0.949,0.457841,-0.160807,1.377,0.076325,0.317554,0.752,,,,,,,,,,,,,,,,,,,,,,,,,0.077023,0.005727,1.11
14:24.8,160875,0,0.132694,-0.135034,0.948,0.457178,-0.125278,1.375,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.193387,0.042697,0.978
14:24.8,160908,0,0.139218,-0.123256,0.951,0.455183,-0.124732,1.369,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.129958,0.036237,0.973
14:24.9,160941,0,0.139364,-0.129494,0.952,0.456178,-0.160223,1.372,0.076223,0.317132,0.751,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.184367,0.005737,1.113
14:24.9,160976,0,0.139364,-0.117276,0.952,0.45618,-0.125005,1.372,0.076223,0.317132,0.751,,,,0.268317,-0.177101,0.807,,,,0.149427,-0.273376,0.732,,,,,,,,,,,,,0.177225,0.005738,1.113
14:24.9,161009,0,0.150309,-0.116291,0.944,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.136062,0.048675,0.972
14:25.0,161041,0,0.127679,-0.130038,0.956,0.45352,-0.124276,1.364,0.076325,0.317554,0.752,,,,,,,,,,,,,,,,,,,,,,,,,0.130759,0.036461,0.979
14:25.0,161076,0,0.139657,-0.1114,0.954,0.455183,-0.124732,1.369,0.076325,0.317554,0.752,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.190477,0.01281,1.107
14:25.0,161109,0,0.132696,-0.104616,0.948,0.455181,-0.159872,1.369,0.076223,0.317132,0.751,,,,,,,,,,,,,,,,,,,,,,,,,0.077094,0.04138,1.111
14:25.1,161142,0,0.12768,-0.117768,0.956,0.458838,-0.161157,1.38,0.076426,0.317976,0.753,,,,0.267319,-0.176443,0.804,,,,,,,,,,,,,,,,,,,0.254183,0.012796,1.106
14:25.1,161175,0,0.145169,-0.092644,0.95,0.454518,-0.124549,1.367,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.260809,0.041111,1.104
14:25.1,161208,0,0.145627,-0.099053,0.953,0.45352,-0.124276,1.364,0.076223,0.317132,0.751,,,,,,,,,,,,,,,,,,,,,,,,,0.135923,0.054856,0.971
14:25.2,161241,0,0.121544,-0.136173,0.956,0.454518,-0.124549,1.367,0.076325,0.317554,0.752,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.239553,-0.008481,1.104
14:25.2,161277,0,0.144404,-0.11035,0.945,0.45618,-0.125005,1.372,0.076223,0.317132,0.751,,,,,,,,,,,,,,,,,,,,,,,,,0.136343,0.067526,0.974
14:25.2,161308,0,0.139365,-0.105058,0.952,0.45618,-0.125005,1.372,0.076325,0.317554,0.752,,,,0.289032,-0.177102,0.807,,,,,,,,,,,,,,,,,,,0.267165,0.026868,1.101
14:25.3,161343,0,0.134235,-0.124292,0.959,0.457178,-0.125278,1.375,0.076223,0.317132,0.751,,,,,,,,,,,,,,,,,,,,,,,,,0.102845,0.038559,0.77
14:25.3,161376,0,0.139218,-0.104947,0.951,0.457176,-0.160573,1.375,0.076325,0.317554,0.752,,,,,,,,,,,,,,,,,,,,,,,,,0.142593,0.061275,0.974
14:25.3,161408,0,0.138926,-0.104727,0.949,0.457178,-0.125278,1.375,0.076325,0.317554,0.752,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.183539,0.019932,1.108
14:25.4,161442,0,0.132835,-0.116906,0.949,0.457176,-0.160573,1.375,0.076223,0.317132,0.751,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.183539,0.019932,1.108
14:25.4,161475,0,0.144557,-0.110466,0.946,0.45618,-0.125005,1.372,0.076426,0.317976,0.753,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.190133,0.012787,1.105
14:25.4,161508,0,0.139804,-0.111517,0.955,0.45618,-0.125005,1.372,0.076426,0.317976,0.753,,,,,,,,,,,,,,,,,,,,,,,,,0.26765,0.01276,1.103
14:25.5,161543,0,0.102384,-0.135175,0.949,0.454518,-0.124549,1.367,0.076223,0.317132,0.751,,,,,,,,,,,,,,,,,,,,,,,,,0.117831,0.023823,0.976
14:25.5,161575,0,0.139365,-0.111167,0.952,0.455183,-0.124732,1.369,0.076325,0.317554,0.752,,,,0.269314,-0.17776,0.81,,,,,,,,,,,,,,,,,,,0.18387,0.012845,1.11
14:25.5,161607,0,0.139072,-0.104837,0.95,0.457176,-0.160573,1.375,0.076426,0.317976,0.753,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.260572,0.026917,1.103
14:25.6,161643,0,0.13834,-0.116414,0.945,0.454518,-0.124549,1.367,0.076325,0.317554,0.752,,,,0.268982,-0.17754,0.809,,,,,,,,,,,,,,,,,,,0.175951,0.005697,1.105
14:25.6,161674,0,0.14364,-0.103734,0.94,0.45618,-0.125005,1.372,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.191608,0.067177,0.969
14:25.6,161708,0,0.131995,-0.116167,0.943,0.454518,-0.124549,1.367,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.11735,0.048676,0.972
14:25.7,161743,0,0.127813,-0.136315,0.957,0.454518,-0.124549,1.367,0.076629,0.318821,0.755,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.248201,-0.001405,1.111
14:25.7,161775,0,0.132975,-0.110933,0.95,0.45618,-0.125005,1.372,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.130359,0.055139,0.976
14:25.7,161809,0,0.125809,-0.140224,0.942,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.111111,0.029963,0.972
14:25.8,161843,0,0.072947,-0.111945,0.823,0.45618,-0.125005,1.372,0.076629,0.318821,0.755,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.206358,0.00505,0.98
14:25.8,161875,0,0.138633,-0.110583,0.947,0.454518,-0.124549,1.367,0.076528,0.318399,0.754,,,,0.267319,-0.176443,0.804,,,,,,,,,,,,,,,,,,,0.17627,0.019915,1.107
14:25.8,161908,0,0.107904,-0.110231,0.944,0.454518,-0.124549,1.367,0.076528,0.318399,0.754,,,,0.268982,-0.17754,0.809,,,,,,,,,,,,,,,,,,,0.175951,0.012788,1.105
14:25.9,161945,0,0.104253,-0.116801,0.82,0.458838,-0.161157,1.38,0.09779,0.324732,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.096936,0.020699,0.848
14:25.9,161975,0,0.132834,-0.147356,0.949,0.455183,-0.124732,1.369,0.077339,0.302217,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.124094,0.017559,0.976
14:25.9,162008,0,0.120274,-0.110465,0.946,0.45352,-0.124276,1.364,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.123587,0.048675,0.972
14:26.0,162042,0,0.138193,-0.122348,0.944,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.129958,0.042481,0.973
14:26.0,162075,0,0.138486,-0.116537,0.946,0.457841,-0.160807,1.377,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.12346,0.048625,0.971
14:26.0,162108,0,0.133116,-0.104947,0.951,0.45618,-0.125005,1.372,0.097535,0.323887,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.130226,0.055082,0.975
14:26.1,162141,0,0.127413,-0.1114,0.954,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.169166,0.019915,1.107
14:26.1,162176,0,0.144709,-0.122738,0.947,0.45352,-0.124276,1.364,0.076528,0.318399,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.129958,0.042481,0.973
14:26.1,162209,0,0.097128,-0.071231,0.61,0.457841,-0.160807,1.377,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.089169,0.035987,0.637
14:26.2,162242,0,0.127279,-0.123514,0.953,0.456178,-0.160223,1.372,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.11759,0.036275,0.974
14:26.2,162276,0,0.138633,-0.104506,0.947,0.456178,-0.160223,1.372,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.175952,0.02697,1.105
14:26.2,162308,0,0.150946,-0.104617,0.948,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,,,,,,,,,,,,,,,,,,,,,,0.266922,0.026843,1.1
14:26.3,162342,0,0.139658,-0.105278,0.954,0.457841,-0.160807,1.377,0.097408,0.323465,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.130092,0.048775,0.974
14:26.3,162376,0,0.126611,-0.12895,0.948,0.457176,-0.160573,1.375,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.111798,0.0427,0.978
14:26.3,162408,0,0.127013,-0.104947,0.951,0.456178,-0.160223,1.372,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.197826,0.060958,0.969
14:26.4,162442,0,0.133255,-0.117276,0.952,0.457176,-0.160573,1.375,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.124096,0.048876,0.976
14:26.4,162477,0,0.150309,-0.110233,0.944,0.457176,-0.160573,1.375,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.136063,0.054912,0.972
14:26.4,162507,0,0.139657,-0.117522,0.954,0.456178,-0.160223,1.372,0.076832,0.319665,0.757,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.183207,0.005701,1.106
14:26.5,162541,0,0.12002,-0.110232,0.944,0.454518,-0.124549,1.367,0.077542,0.30301,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.192201,0.05491,0.972
14:26.5,162577,0,0.097446,-0.071465,0.612,0.456178,-0.160223,1.372,0.076934,0.320088,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.093403,0.031949,0.638
14:26.5,162607,0,0.126612,-0.110699,0.948,0.457841,-0.160807,1.377,0.076629,0.318821,0.755,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.260572,0.026917,1.103
14:26.6,162640,0,0.099836,-0.123105,0.827,0.457178,-0.125278,1.375,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.156982,0.031617,0.849
14:26.6,162677,0,0.137608,-0.115798,0.94,0.456178,-0.160223,1.372,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.198643,0.067454,0.973
14:26.6,162708,0,0.085804,-0.075515,0.613,0.45618,-0.125005,1.372,0.076832,0.319665,0.757,,,,,,,,,,,,,,,,,,,,,,,,,0.175813,0.00885,0.765
14:26.7,162742,0,0.131715,-0.127998,0.941,0.457841,-0.160807,1.377,0.076731,0.319243,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.117229,0.042394,0.971
14:26.7,162775,0,0.1204,-0.134891,0.947,0.457176,-0.160573,1.375,0.076629,0.318821,0.755,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.169012,-0.008493,1.106
